467.6157513992405,663.0
467.62431712768233,658.0
467.6328827832072,659.0
467.6414483658058,679.0
467.6500138754696,683.0
467.6585793121896,678.0
467.6671446759568,685.0
467.6757099667625,675.0
467.68427518459765,704.0
467.69284032945353,679.0
467.7014054013211,686.0
467.70997040019154,695.0
467.7185353260559,703.0
467.7271001789055,695.0
467.7356649587311,703.0
467.7442296655242,700.0
467.7527942992757,711.0
467.76135885997667,702.0
467.7699233476183,705.0
467.7784877621917,705.0
467.787052103688,700.0
467.7956163720983,696.0
467.80418056741377,703.0
467.8127446896255,698.0
467.8213087387245,701.0
467.82987271470193,693.0
467.83843661754906,699.0
467.8470004472569,715.0
467.8555642038164,712.5
467.864127887219,710.0
467.8726914974556,697.0
467.88125503451727,697.0
467.8898184983953,698.0
467.8983818890808,698.0
467.9069452065647,700.0
467.91550845083833,693.0
467.92407162189267,698.5
467.9326347197188,704.0
467.941197744308,707.0
467.94976069565126,690.0
467.9583235737397,696.0
467.9668863785646,702.0
467.97544911011687,712.0
467.9840117683878,697.0
467.9925743533684,698.0
468.00113686504966,721.0
468.009699303423,703.0
468.01826166847945,700.0
468.02682396021,697.0
468.03538617860573,708.0
468.04394832365807,702.0
468.0525103953578,701.0
468.0610723936962,719.0
468.0696343186644,703.0
468.07819617025353,713.0
468.08675794845465,699.0
468.09531965325885,701.0
468.1038812846573,706.0
468.11244284264114,724.0
468.12100432720155,716.0
468.1295657383294,712.0
468.1381270760161,716.0
468.14668834025264,720.0
468.15524953103017,696.0
468.1638106483399,730.0
468.1723716921727,694.0
468.18093266251987,697.0
468.18949355937247,707.0
468.1980543827217,704.0
468.2066151325586,686.0
468.2151758088745,707.0
468.2237364116602,729.0
468.232296940907,709.0
468.240857396606,712.0
468.2494177787484,698.0
468.2579780873252,716.0
468.26653832232745,703.0
468.27509848374655,693.0
468.28365857157354,691.0
468.2922185857992,705.0
468.3007785264152,714.0
468.30933839341225,713.0
468.3178981867817,718.0
468.32645790651446,703.0
468.3350175526019,715.0
468.34357712503487,730.0
468.3521366238049,714.0
468.3606960489027,710.0
468.3692554003197,721.0
468.3778146780468,727.0
468.3863738820752,689.0
468.39493301239605,717.0
468.4034920690005,716.0
468.4120510518796,713.0
468.4206099610246,721.0
468.4291687964265,724.75
468.43772755807646,728.5
468.44628624596567,732.25
468.45484486008513,736.0
468.4634034004261,707.0
468.47196186697965,720.0
468.48052025973686,716.0
468.489078578689,695.0
468.4976368238271,726.0
468.50619499514227,713.0
468.5147530926256,703.0
468.52331111626825,708.0
468.5318690660615,716.0
468.5404269419963,722.0
468.54898474406394,694.0
468.5575424722553,730.0
468.5661001265617,700.0
468.57465770697416,730.0
468.5832152134839,705.0
468.59177264608206,718.0
468.60033000475977,705.0
468.60888728950806,721.0
468.6174445003181,710.0
468.62600163718105,705.0
468.63455870008806,719.0
468.6431156890303,714.0
468.65167260399863,724.0
468.6602294449846,713.0
468.668786211979,729.0
468.6773429049731,694.0
468.6858995239581,711.0
468.694456068925,715.0
468.70301253986486,734.0
468.711568936769,727.8
468.7201252596285,721.6
468.7286815084345,715.4
468.7372376831781,709.2
468.74579378385033,703.0
468.75434981044253,750.0
468.76290576294576,726.0
468.77146164135104,728.0
468.78001744564966,708.0
468.7885731758327,723.0
468.7971288318912,717.0
468.8056844138163,708.0
468.8142399215994,720.5
468.8227953552313,733.0
468.83135071470326,745.5
468.8399060000064,758.0
468.848461211132,702.0
468.8570163480709,703.0
468.86557141081454,702.0
468.8741263993538,706.0
468.88268131368005,717.0
468.89123615378423,720.0
468.8997909196577,708.0
468.90834561129134,704.0
468.9169002286764,711.0
468.925454771804,733.0
468.93400924066526,732.0
468.94256363525136,723.0
468.9511179555535,714.0
468.95967220156257,717.0
468.96822637327006,714.0
468.9767804706668,711.0
468.98533449374406,723.0
468.99388844249296,734.0
469.00244231690453,722.0
469.0109961169703,726.0
469.0195498426809,739.0
469.0281034940277,719.0
469.03665707100186,719.0
469.0452105735945,716.0
469.0537640017967,708.0
469.0623173555997,746.0
469.07087063499455,724.0
469.0794238399724,728.0
469.0879769705245,720.0
469.0965300266418,706.0
469.10508300831543,711.0
469.11363591553686,734.0
469.1221887482969,735.0
469.13074150658673,727.0
469.1392941903976,702.0
469.1478467997206,726.0
469.1563993345469,742.0
469.16495179486753,707.0
469.1735041806738,708.0
469.1820564919567,705.0
469.19060872870745,733.0
469.19916089091714,736.0
469.207712978577,717.0
469.216264991678,727.0
469.22481693021143,721.0
469.2333687941685,733.0
469.24192058354015,721.0
469.2504722983177,712.0
469.25902393849213,712.0
469.2675755040548,710.0
469.2761269949965,707.0
469.28467841130873,728.0
469.2932297529824,718.0
469.3017810200088,730.0
469.310332212379,718.0
469.31888333008413,729.0
469.32743437311535,718.0
469.3359853414639,734.0
469.34453623512087,744.0
469.3530870540772,740.0
469.3616377983243,716.0
469.3701884678532,724.0
469.37873906265514,719.0
469.38728958272105,744.0
469.3958400280423,711.0
469.40439039860985,744.0
469.412940694415,730.0
469.4214909154488,750.0
469.43004106170247,736.0
469.4385911331671,728.0
469.4471411298338,742.0
469.45569105169386,723.0
469.46424089873824,714.0
469.4727906709583,729.0
469.4813403683449,744.0
